Transportadora,Email,Cidade,UF
ABEA Transportes,abeatransportes@abeatransportes.com.br,SAO-LUIS,MA
ABISUR,comercial@abisurtransportes.com.br,SAO-LUIS,MA
ACORRETA,acorreta@acorreta.com.br,SAO-LUIS,MA
ADESSO Transporte,cotacao@adessotransporte.com.br,SAO-LUIS,MA
ADL Transportes,comercial@adllogistica.online,SAO-LUIS,MA
AFINCO,comercial@afincotransportes.com.br,SAO-LUIS,MA
AJ CARGO,comercial@ajcargo.com.br,SAO-LUIS,MA
AKILOG,comercial.sp@aki.log.br,SAO-LUIS,MA
ALFA CARGAS ,comercial@alfacargas.com.br,SAO-LUIS,MA
ALIANÇA Cargas,comercial@1aliancacargas.com.br,SAO-LUIS,MA
ALLIAN,comercial@alliantransportes.com.br,SAO-LUIS,MA
ALPHATRANS,comercial@alphatranstransportadora.com.br,SAO-LUIS,MA
ALUV Logística,cotacao@aluvlog.com.br,SAO-LUIS,MA
AMAZON,ronaldo.silvino@transamazon.com.br,SAO-LUIS,MA
ANDRADES L.L.,cotacao@andradestransportes.com.br,SAO-LUIS,MA
ASA NORTE,ronaldo@logisticaasanorte.com.br,SAO-LUIS,MA
ATUEX,atuex@transatual.com.br,SAO-LUIS,MA
AVANTE SP,comercial@avantelogistica.com.br,SAO-LUIS,MA
AVIAT,comercial.sao@aviatcargo.com.br,SAO-LUIS,MA
AVILOG Logística,comercial1@avilogtransportes.com.br,SAO-LUIS,MA
Alternativa Transportadora,fretes@alternativatransportadora.com.br,SAO-LUIS,MA
BCLOG Express,bclog.beatriz@bclogexpress.com.br,SAO-LUIS,MA
BDG Transportes,contato@bdgtransportes.com.br,SAO-LUIS,MA
BR LOG,comercial@brlogltda.com.br,SAO-LUIS,MA
BRAEX Encomendas,comercialspo@braexencomendas.com.br,SAO-LUIS,MA
BRAEX Logística,braex@braexlogistica.com.br,SAO-LUIS,MA
BRASIL EXPRESS,cotacoes@brasilexpress.srv.br,SAO-LUIS,MA
BRASIPORTE,comercial@brasiporte.com.br,SAO-LUIS,MA
BROS Logística,comercial.spo@broslogistica.com.br,SAO-LUIS,MA
BÚSSOLA,cotacao.sp@bussolalogistica.com.br,SAO-LUIS,MA
CASH LOG,contato@cashlogistica.com.br,SAO-LUIS,MA
CAVALHEIRO LOG,saopaulo@cavalheirolog.com.br,SAO-LUIS,MA
CAZAN,comercial@cazantransportes.com.br,SAO-LUIS,MA
CFG Express,contato@cfgexpress.com.br,SAO-LUIS,MA
CLARA Transportes,leandro@claralogistica.com.br,SAO-LUIS,MA
CM2 Transportes,cotacaosp@cm2.com.br,SAO-LUIS,MA
COMPLETA Transportes,operacional@completatransportes.com.br,SAO-LUIS,MA
CONTINENTE Cargas,comercial@continentecargas.com.br,SAO-LUIS,MA
CORDIAL Cargas,comercial@cordialcargas.com.br,SAO-LUIS,MA
CR LINS,crlins.operacoes@gmail.com,SAO-LUIS,MA
DAGO,atendimento.gru@grupodago.com.br,SAO-LUIS,MA
DATA,andersonlima@datatransporte.com.br,SAO-LUIS,MA
DGS Logística,comercial@dgslogistica.com.br,SAO-LUIS,MA
DHS Express,comercial2@dhsexpress.com.br,SAO-LUIS,MA
DIMILL Transportes,dimill@dimilltransportes.com.br,SAO-LUIS,MA
DJ Transportes,comercial@djtransportes.com,SAO-LUIS,MA
DL Transporte & Logística,comercial1@dltransportessp.com.br,SAO-LUIS,MA
DL3 LOG,comercial@dl3log.com.br,SAO-LUIS,MA
DLK Transportes,comercial@dlktransportes.com.br,SAO-LUIS,MA
DMARI,gerenciasp1@dmarilogistica.com.br,SAO-LUIS,MA
ED LOG Transportes,comercial@edlogtransportes.com.br,SAO-LUIS,MA
ED LOG Transportes,rosana@edlogtransportes.com.br,SAO-LUIS,MA
EJS,cotacao@ejstransportes.com.br,SAO-LUIS,MA
ENTREGA JÁ,comercial.sp@entregaja.com.br,SAO-LUIS,MA
Ebtrans Expresso Brasileiro,cotacao.spo@ebtrans.com.br,SAO-LUIS,MA
FAVORITA,umberto@favorita.com.br,SAO-LUIS,MA
FIEZA Cargas,comercial@fiezacargas.com.br,SAO-LUIS,MA
FIGUEIREDO Rápido,comercial02.spo@rapidofigueiredo.com.br,SAO-LUIS,MA
FRETEBR Cargas,cotacao@fretebr.net.br,SAO-LUIS,MA
FRETTE Intermodal,cotacao@fretteintermodal.com.br,SAO-LUIS,MA
FUTURA LOG,cotacao@futuralog.com.br,SAO-LUIS,MA
FÁCIL,cotacao@faciltransportesrodoviario.com.br,SAO-LUIS,MA
GRIDLOG,comercial.sp@gridlog.com.br,SAO-LUIS,MA
GUIEX,comercial@guiextransportes.com,SAO-LUIS,MA
GVTR Transportes,comercial@gvtrtransportes.com.br,SAO-LUIS,MA
HELTRAN,comercial@heltran.com.br,SAO-LUIS,MA
IDEAL Cargas SP,comercial5@idealcargas.com,SAO-LUIS,MA
IDS -Logística,idslogisticagru@gmail.com,SAO-LUIS,MA
IMB Logística,cotacao@imblog.com.br,SAO-LUIS,MA
IMPAKTO,comercial.sp@impaktotransportes.com.br,SAO-LUIS,MA
IMPÉRIO Logística,comercial@imperiologistica.com.br,SAO-LUIS,MA
INTER EXPRESSA,comercial@interexpressa.com.br,SAO-LUIS,MA
J&C,transportesjc366@gmail.com,SAO-LUIS,MA
JAK LOG,expressojaklogcotacoes@hotmail.com,SAO-LUIS,MA
JANAÚBA-GRUPO TRM,vendas4@trmlogistica.com,SAO-LUIS,MA
JAVE Transportes,comercial@javetransportes.com.br,SAO-LUIS,MA
JEM,cotacao@dfltransportes.com.br,SAO-LUIS,MA
JHC EXPRESS,comercial@jhcexpress.com,SAO-LUIS,MA
JORTEK Express,comercial@jortek.com.br,SAO-LUIS,MA
JULIA Transportes,cotacao@juliatransportes.com.br,SAO-LUIS,MA
KM Cargas,comercial@kmcargas.com.br,SAO-LUIS,MA
LAURIMAR,comercial@laurimar.com.br,SAO-LUIS,MA
LDJ Logística,ldjsaopaulo@ldjlogistica.com.br,SAO-LUIS,MA
LEADERSHIP FREIGHT,sao@lfgex.com,SAO-LUIS,MA
LFE Logística e Armazenagem,financeiro@lfelogistica.com.br,SAO-LUIS,MA
LGS Logística,comercial@lgslogistica.com.br,SAO-LUIS,MA
LILOG Express,cotacaoaereo@lilog.com.br,SAO-LUIS,MA
LILOG Rodoaéreo,cotacao01@lilog.com.br,SAO-LUIS,MA
LIMA Express,comercial1@lslimaexpress.com.br,SAO-LUIS,MA
LIVE LOG,comercial@livelogtrans.com.br,SAO-LUIS,MA
LOG EXPRESS,log-sp@logtransportes.com.br,SAO-LUIS,MA
LOG7 Transportes,edjaniossp@gmail.com,SAO-LUIS,MA
LOGAN Express,comercial@ldldistribuidora.com.br,SAO-LUIS,MA
LOGISTAR,comercial@logistarlog.com.br,SAO-LUIS,MA
LOGMED,contato@logmed.net,SAO-LUIS,MA
LOPESTUR Transportes,comercial.sp@lopestur.com.br,SAO-LUIS,MA
LUXUS,sac@expressoluxus.com.br,SAO-LUIS,MA
LV Transportadora,comercial.sp@transportadoralv.com.br,SAO-LUIS,MA
MANDALA,cotacao@mandalatransportes.com.br,SAO-LUIS,MA
MCP Transportes,comercial@mcptransportes.com.br,SAO-LUIS,MA
MODULAR,comercialsp@modular.com.br,SAO-LUIS,MA
MONTANTTE,montantte@montanttetransportes.com.br,SAO-LUIS,MA
MONTONE,vendas2@transmontone.com.br,SAO-LUIS,MA
MOTIVA,comercial@motivatransportes.com.br,SAO-LUIS,MA
NACIONAL Cargas,comercial@nacionalcargas.com,SAO-LUIS,MA
NEXTLOG,comercial@nextlogsp.com.br,SAO-LUIS,MA
NLT Transportes,nlt@nlttransportes.com,SAO-LUIS,MA
NOVA BRASÍLIA,comercial@tnb.com.br,SAO-LUIS,MA
NR Express,comercial@nrexpress.com.br,SAO-LUIS,MA
OSTEL,ostel@ostel.com.br,SAO-LUIS,MA
OVERLOG,comercial2@overlog.com.br,SAO-LUIS,MA
PERFECT SP,comercial1@perfectsp.com.br,SAO-LUIS,MA
PERNAMBUCO,atendimento@pernambucotransportes.com.br,SAO-LUIS,MA
PETROCARGAS,cotacaosp@petrocargas.com.br,SAO-LUIS,MA
PETROLINA Expresso,comercial@expressopetrolina.com,SAO-LUIS,MA
PEXLOG,comercial.sp@pexlog.com.br,SAO-LUIS,MA
POTENCIAL Cargas,comercial@potencialcargas.com.br,SAO-LUIS,MA
PRESSÁGIO,cotacao@expressopressagio.com.br,SAO-LUIS,MA
PRIMORDIAL Cargas,comercial@primordialcargas.com.br,SAO-LUIS,MA
PROGRESSO,cotacao@progressotransportes.com.br,SAO-LUIS,MA
QUALY TRANS,marcos@qualytrans.net,SAO-LUIS,MA
R&J Transportes,cotacao@rjtransportes.com.br,SAO-LUIS,MA
REDELOG,operacional.sp@redelog.com.br,SAO-LUIS,MA
RFC Transportes,comercial@transportesrfc.com.br,SAO-LUIS,MA
RG OSASCO,vendasrggo@rgtransportes.com.br,SAO-LUIS,MA
RG Soluções Logísticas,comercialrgsolucoes@rgtransportes.com.br,SAO-LUIS,MA
RISPA,contato@rispatransportes.com.br,SAO-LUIS,MA
RLV LOG Express,cotacao@rlvlog.com.br,SAO-LUIS,MA
RODONORTE,rodonorte.spo@gmail.com,SAO-LUIS,MA
RODOTRANS,comercial@rodotranslogistica.com.br,SAO-LUIS,MA
RODOVITOR,cotacao.sp@rodovitortransportes.com.br,SAO-LUIS,MA
RODUART,atendimento@roduart.com.br,SAO-LUIS,MA
RONALDO Transportes,ronaldotransportes027@gmail.com,SAO-LUIS,MA
RORAIMA Logística,cotacoes@roraimalog.com.br,SAO-LUIS,MA
ROTA BAHIA,rotabahialogistica01@gmail.com,SAO-LUIS,MA
RR Cargo,alex.mendes@rrcargo.com.br,SAO-LUIS,MA
RÁPIDOBR,roberto@rapidobr.com.br,SAO-LUIS,MA
SARON,cotacao@rapidosaron.com.br,SAO-LUIS,MA
SEGMA,comercial@segmatransporte.com.br,SAO-LUIS,MA
SEVEN VELOX,sevenvelox.comercial@gmail.com,SAO-LUIS,MA
SM -Sua Majestade,cotacao@suamajestade.com.br,SAO-LUIS,MA
SNV Cargas,snvcargas@outlook.com,SAO-LUIS,MA
SOLIDEZ,telma@solideztrans.com.br,SAO-LUIS,MA
SONIC,sacsp@sonictransportes.com.br,SAO-LUIS,MA
SONS Transportes,dayse.comercial@sonstransportes.com,SAO-LUIS,MA
SPEED Multimodal,comercial.gru@speedmultimodal.com.br,SAO-LUIS,MA
SPEEDY BRASIL,contato@speedybrasil.com,SAO-LUIS,MA
SPMax,comercial@spmaxtransportes.com.br,SAO-LUIS,MA
STREET,comercial@streettransportes.com.br,SAO-LUIS,MA
SUED Logística,comercial@suedlogistica.com,SAO-LUIS,MA
SUPERAÇÃO Transporte,comercialmatriz@superacaotransporte.com.br,SAO-LUIS,MA
SUZARTE,contatosp@suzartetransportes.com.br,SAO-LUIS,MA
TADEX,tadex@tadex.com.br,SAO-LUIS,MA
TAMBAÚ,comercial@rapidotambau.com.br,SAO-LUIS,MA
TCM Express,gerencia.sp@expresstcm.com.br,SAO-LUIS,MA
TEIMALOG,comercial@teimalog.com.br,SAO-LUIS,MA
TESLLA,transportes@tesllalogistica.com,SAO-LUIS,MA
TRAGA-Garcia São Carlos,cotacao@traga.com.br,SAO-LUIS,MA
TRANS DNL,comercial@transdnl.com.br,SAO-LUIS,MA
TRANS IMPÉRIO Rodoaéreo,cotacao@transimperio.com,SAO-LUIS,MA
TRANSCORTEZ,gerenciacomercial@transcortez.com,SAO-LUIS,MA
TRANSDEL LOG,fabricio.comercial@transdel.net,SAO-LUIS,MA
TRANSFACE,comercial.sp02@transface.com.br,SAO-LUIS,MA
TRANSLOGAALMEIDA,translogoaalmeidasp@gmail.com,SAO-LUIS,MA
TRANSMISAN,compras@transmisan.com.br,SAO-LUIS,MA
TRANSNORTEX,comercial.sp@transnortex.com.br,SAO-LUIS,MA
TRANSPALOTA,cotacao@transpalota.com.br,SAO-LUIS,MA
TRANSPAULISTANA SP,transpaulistana.sp@hotmail.com,SAO-LUIS,MA
TRANSTAVARES,comercial@transtavares.com,SAO-LUIS,MA
TRAVEL EXPRESS,comercial@travelexpresslog.com.br,SAO-LUIS,MA
TRUCKS Transportes,contato@ricardotruck.com.br,SAO-LUIS,MA
TUPILOG,cotacao@tupilog.com.br,SAO-LUIS,MA
UNI BRASIL,adm@unibrasiltransportes.com.br,SAO-LUIS,MA
VIA LOG,cotacao.spo@vialogtransporte.com.br,SAO-LUIS,MA
VIA MUNDO,contato.transvias@viamundotransportes.com.br,SAO-LUIS,MA
VISÃO Transportes,visao-express@bol.com.br,SAO-LUIS,MA
VNT,vnt@vnttransportadora.com.br,SAO-LUIS,MA
VOO Transportes,comercialmtz02@vootransportes.com.br,SAO-LUIS,MA
VSJ Express,comercial@vsjexpress.com.br,SAO-LUIS,MA
WELL Rápido Well,cotacao@rapidowell.com.br,SAO-LUIS,MA
WINNER BRASIL,viviane.winner@winnerbrasillog.com.br,SAO-LUIS,MA
WRJ Logística,cotacaosp@wrjlogistica.com.br,SAO-LUIS,MA
1ª AÇÃO Transportes,comercial@transportesacao.com.br,BELO-HORIZONTE,MG
3A Logística,comercial@3alt.com.br,BELO-HORIZONTE,MG
5 COMETAS,comercial2@5cometas.com.br,BELO-HORIZONTE,MG
A&M LOG Transportes,comercial@amlogtransportes.com.br,BELO-HORIZONTE,MG
ABEA Transportes,abeatransportes@abeatransportes.com.br,BELO-HORIZONTE,MG
ABISUR,comercial@abisurtransportes.com.br,BELO-HORIZONTE,MG
ACORRETA,acorreta@acorreta.com.br,BELO-HORIZONTE,MG
ADESSO Transporte,cotacao@adessotransporte.com.br,BELO-HORIZONTE,MG
ADL Transportes,comercial@adllogistica.online,BELO-HORIZONTE,MG
AFINCO,comercial@afincotransportes.com.br,BELO-HORIZONTE,MG
AJ CARGO,comercial@ajcargo.com.br,BELO-HORIZONTE,MG
AKILOG,comercial.sp@aki.log.br,BELO-HORIZONTE,MG
ALEMAR-Log.,alemar_guarulhos@globo.com,BELO-HORIZONTE,MG
ALFA CARGAS ,comercial@alfacargas.com.br,BELO-HORIZONTE,MG
ALI Transportes,comercial@alitransportes.com.br,BELO-HORIZONTE,MG
ALIANÇA Cargas,comercial@1aliancacargas.com.br,BELO-HORIZONTE,MG
ALLIAN,comercial@alliantransportes.com.br,BELO-HORIZONTE,MG
ALPHATRANS,comercial@alphatranstransportadora.com.br,BELO-HORIZONTE,MG
ALUV Logística,cotacao@aluvlog.com.br,BELO-HORIZONTE,MG
AMAZON,ronaldo.silvino@transamazon.com.br,BELO-HORIZONTE,MG
ANDRADES L.L.,cotacao@andradestransportes.com.br,BELO-HORIZONTE,MG
ASA NORTE,ronaldo@logisticaasanorte.com.br,BELO-HORIZONTE,MG
ATUEX,atuex@transatual.com.br,BELO-HORIZONTE,MG
AVANTE SP,comercial@avantelogistica.com.br,BELO-HORIZONTE,MG
AVIAT,comercial.sao@aviatcargo.com.br,BELO-HORIZONTE,MG
AVILOG Logística,comercial1@avilogtransportes.com.br,BELO-HORIZONTE,MG
Alternativa Transportadora,fretes@alternativatransportadora.com.br,BELO-HORIZONTE,MG
BCLOG Express,bclog.beatriz@bclogexpress.com.br,BELO-HORIZONTE,MG
BDG Transportes,contato@bdgtransportes.com.br,BELO-HORIZONTE,MG
BR LOG,comercial@brlogltda.com.br,BELO-HORIZONTE,MG
BRAEX Encomendas,comercialspo@braexencomendas.com.br,BELO-HORIZONTE,MG
BRAEX Logística,braex@braexlogistica.com.br,BELO-HORIZONTE,MG
BRASIL EXPRESS,cotacoes@brasilexpress.srv.br,BELO-HORIZONTE,MG
BRASIPORTE,comercial@brasiporte.com.br,BELO-HORIZONTE,MG
BROS Logística,comercial.spo@broslogistica.com.br,BELO-HORIZONTE,MG
BÚSSOLA,cotacao.sp@bussolalogistica.com.br,BELO-HORIZONTE,MG
CAMILLO dos SANTOS,sac01@camillodossantos.com.br,BELO-HORIZONTE,MG
CARVALIMA,comercial.spo@carvalima.com.br,BELO-HORIZONTE,MG
CASH LOG,contato@cashlogistica.com.br,BELO-HORIZONTE,MG
CAVALHEIRO LOG,saopaulo@cavalheirolog.com.br,BELO-HORIZONTE,MG
CAZAN,comercial@cazantransportes.com.br,BELO-HORIZONTE,MG
CFG Express,contato@cfgexpress.com.br,BELO-HORIZONTE,MG
CLARA Transportes,leandro@claralogistica.com.br,BELO-HORIZONTE,MG
CM2 Transportes,cotacaosp@cm2.com.br,BELO-HORIZONTE,MG
COMPLETA Transportes,operacional@completatransportes.com.br,BELO-HORIZONTE,MG
CONTINENTE Cargas,comercial@continentecargas.com.br,BELO-HORIZONTE,MG
CORDIAL Cargas,comercial@cordialcargas.com.br,BELO-HORIZONTE,MG
CR LINS,crlins.operacoes@gmail.com,BELO-HORIZONTE,MG
DAGO,atendimento.gru@grupodago.com.br,BELO-HORIZONTE,MG
DATA,andersonlima@datatransporte.com.br,BELO-HORIZONTE,MG
DGS Logística,comercial@dgslogistica.com.br,BELO-HORIZONTE,MG
DHS Express,comercial2@dhsexpress.com.br,BELO-HORIZONTE,MG
DIMILL Transportes,dimill@dimilltransportes.com.br,BELO-HORIZONTE,MG
DJ Transportes,comercial@djtransportes.com,BELO-HORIZONTE,MG
DL Transporte & Logística,comercial1@dltransportessp.com.br,BELO-HORIZONTE,MG
DL3 LOG,comercial@dl3log.com.br,BELO-HORIZONTE,MG
DLK Transportes,comercial@dlktransportes.com.br,BELO-HORIZONTE,MG
DMARI,gerenciasp1@dmarilogistica.com.br,BELO-HORIZONTE,MG
ED LOG Transportes,comercial@edlogtransportes.com.br,BELO-HORIZONTE,MG
ED LOG Transportes,rosana@edlogtransportes.com.br,BELO-HORIZONTE,MG
EJS,cotacao@ejstransportes.com.br,BELO-HORIZONTE,MG
ENTREGA JÁ,comercial.sp@entregaja.com.br,BELO-HORIZONTE,MG
EUREKA,comercial.mtz@eurekatransportes.com.br,BELO-HORIZONTE,MG
EXPIDEX,comercial2@expidex.com.br,BELO-HORIZONTE,MG
Ebtrans Expresso Brasileiro,cotacao.spo@ebtrans.com.br,BELO-HORIZONTE,MG
FAVORITA,umberto@favorita.com.br,BELO-HORIZONTE,MG
FIEZA Cargas,comercial@fiezacargas.com.br,BELO-HORIZONTE,MG
FIGUEIREDO Rápido,comercial02.spo@rapidofigueiredo.com.br,BELO-HORIZONTE,MG
FRETEBR Cargas,cotacao@fretebr.net.br,BELO-HORIZONTE,MG
FRETTE Intermodal,cotacao@fretteintermodal.com.br,BELO-HORIZONTE,MG
FUTURA LOG,cotacao@futuralog.com.br,BELO-HORIZONTE,MG
FÁCIL,cotacao@faciltransportesrodoviario.com.br,BELO-HORIZONTE,MG
GRIDLOG,comercial.sp@gridlog.com.br,BELO-HORIZONTE,MG
GUIEX,comercial@guiextransportes.com,BELO-HORIZONTE,MG
GVTR Transportes,comercial@gvtrtransportes.com.br,BELO-HORIZONTE,MG
HELTRAN,comercial@heltran.com.br,BELO-HORIZONTE,MG
IDEAL Cargas SP,comercial5@idealcargas.com,BELO-HORIZONTE,MG
IDS -Logística,idslogisticagru@gmail.com,BELO-HORIZONTE,MG
IMB Logística,cotacao@imblog.com.br,BELO-HORIZONTE,MG
IMPAKTO,comercial.sp@impaktotransportes.com.br,BELO-HORIZONTE,MG
IMPÉRIO Logística,comercial@imperiologistica.com.br,BELO-HORIZONTE,MG
INTER EXPRESSA,comercial@interexpressa.com.br,BELO-HORIZONTE,MG
ITAPIRENSE-BERTINI,mbuenom@terra.com.br,BELO-HORIZONTE,MG
J&C,transportesjc366@gmail.com,BELO-HORIZONTE,MG
JAK LOG,expressojaklogcotacoes@hotmail.com,BELO-HORIZONTE,MG
JANAÚBA-GRUPO TRM,vendas4@trmlogistica.com,BELO-HORIZONTE,MG
JAVE Transportes,comercial@javetransportes.com.br,BELO-HORIZONTE,MG
JEM,cotacao@dfltransportes.com.br,BELO-HORIZONTE,MG
JHC EXPRESS,comercial@jhcexpress.com,BELO-HORIZONTE,MG
JM TRANSPORTES,jm.gerenciasp@jmtransporte.com.br,BELO-HORIZONTE,MG
JORTEK Express,comercial@jortek.com.br,BELO-HORIZONTE,MG
JT Transportes,walquiria@jttransportes.com.br,BELO-HORIZONTE,MG
JULIA Transportes,cotacao@juliatransportes.com.br,BELO-HORIZONTE,MG
KM Cargas,comercial@kmcargas.com.br,BELO-HORIZONTE,MG
LAURIMAR,comercial@laurimar.com.br,BELO-HORIZONTE,MG
LDJ Logística,ldjsaopaulo@ldjlogistica.com.br,BELO-HORIZONTE,MG
LEADERSHIP FREIGHT,sao@lfgex.com,BELO-HORIZONTE,MG
LFE Logística e Armazenagem,financeiro@lfelogistica.com.br,BELO-HORIZONTE,MG
LGS Logística,comercial@lgslogistica.com.br,BELO-HORIZONTE,MG
LILOG Express,cotacaoaereo@lilog.com.br,BELO-HORIZONTE,MG
LILOG Rodoaéreo,cotacao01@lilog.com.br,BELO-HORIZONTE,MG
LIMA Express,comercial1@lslimaexpress.com.br,BELO-HORIZONTE,MG
LIVE LOG,comercial@livelogtrans.com.br,BELO-HORIZONTE,MG
LOG EXPRESS,log-sp@logtransportes.com.br,BELO-HORIZONTE,MG
LOG7 Transportes,edjaniossp@gmail.com,BELO-HORIZONTE,MG
LOGAN Express,comercial@ldldistribuidora.com.br,BELO-HORIZONTE,MG
LOGISTAR,comercial@logistarlog.com.br,BELO-HORIZONTE,MG
LOGMED,contato@logmed.net,BELO-HORIZONTE,MG
LOPESTUR Transportes,comercial.sp@lopestur.com.br,BELO-HORIZONTE,MG
LUXUS,sac@expressoluxus.com.br,BELO-HORIZONTE,MG
LV Transportadora,comercial.sp@transportadoralv.com.br,BELO-HORIZONTE,MG
MANDALA,cotacao@mandalatransportes.com.br,BELO-HORIZONTE,MG
MCP Transportes,comercial@mcptransportes.com.br,BELO-HORIZONTE,MG
MODULAR,comercialsp@modular.com.br,BELO-HORIZONTE,MG
MONTANTTE,montantte@montanttetransportes.com.br,BELO-HORIZONTE,MG
MONTONE,vendas2@transmontone.com.br,BELO-HORIZONTE,MG
MOTIVA,comercial@motivatransportes.com.br,BELO-HORIZONTE,MG
NACIONAL Cargas,comercial@nacionalcargas.com,BELO-HORIZONTE,MG
NEXTLOG,comercial@nextlogsp.com.br,BELO-HORIZONTE,MG
NLT Transportes,nlt@nlttransportes.com,BELO-HORIZONTE,MG
NOVA BRASÍLIA,comercial@tnb.com.br,BELO-HORIZONTE,MG
NR Express,comercial@nrexpress.com.br,BELO-HORIZONTE,MG
OSTEL,ostel@ostel.com.br,BELO-HORIZONTE,MG
OVERLOG,comercial2@overlog.com.br,BELO-HORIZONTE,MG
PANTANAL,va_pantanalsp@hotmail.com,BELO-HORIZONTE,MG
PERFECT SP,comercial1@perfectsp.com.br,BELO-HORIZONTE,MG
PERNAMBUCO,atendimento@pernambucotransportes.com.br,BELO-HORIZONTE,MG
PETROCARGAS,cotacaosp@petrocargas.com.br,BELO-HORIZONTE,MG
PETROLINA Expresso,comercial@expressopetrolina.com,BELO-HORIZONTE,MG
PEXLOG,comercial.sp@pexlog.com.br,BELO-HORIZONTE,MG
POTENCIAL Cargas,comercial@potencialcargas.com.br,BELO-HORIZONTE,MG
POWER EXPRESS,vendasspo@powerlogistica.com.br,BELO-HORIZONTE,MG
PRESSÁGIO,cotacao@expressopressagio.com.br,BELO-HORIZONTE,MG
PRIMORDIAL Cargas,comercial@primordialcargas.com.br,BELO-HORIZONTE,MG
PROGRESSO,cotacao@progressotransportes.com.br,BELO-HORIZONTE,MG
QUALY TRANS,marcos@qualytrans.net,BELO-HORIZONTE,MG
R&J Transportes,cotacao@rjtransportes.com.br,BELO-HORIZONTE,MG
RBL Transportes,comercialsp@rbltransportes.com.br,BELO-HORIZONTE,MG
REDELOG,operacional.sp@redelog.com.br,BELO-HORIZONTE,MG
RFC Transportes,comercial@transportesrfc.com.br,BELO-HORIZONTE,MG
RG OSASCO,vendasrggo@rgtransportes.com.br,BELO-HORIZONTE,MG
RG Soluções Logísticas,comercialrgsolucoes@rgtransportes.com.br,BELO-HORIZONTE,MG
RISPA,contato@rispatransportes.com.br,BELO-HORIZONTE,MG
RLV LOG Express,cotacao@rlvlog.com.br,BELO-HORIZONTE,MG
ROCHA Transportes,cotacao@rochatransporteslog.com.br,BELO-HORIZONTE,MG
RODONORTE,rodonorte.spo@gmail.com,BELO-HORIZONTE,MG
RODOTRANS,comercial@rodotranslogistica.com.br,BELO-HORIZONTE,MG
RODOVITOR,cotacao.sp@rodovitortransportes.com.br,BELO-HORIZONTE,MG
RODUART,atendimento@roduart.com.br,BELO-HORIZONTE,MG
RONALDO Transportes,ronaldotransportes027@gmail.com,BELO-HORIZONTE,MG
RORAIMA Logística,cotacoes@roraimalog.com.br,BELO-HORIZONTE,MG
ROTA BAHIA,rotabahialogistica01@gmail.com,BELO-HORIZONTE,MG
RR Cargo,alex.mendes@rrcargo.com.br,BELO-HORIZONTE,MG
RÁPIDOBR,roberto@rapidobr.com.br,BELO-HORIZONTE,MG
SARON,cotacao@rapidosaron.com.br,BELO-HORIZONTE,MG
SEGMA,comercial@segmatransporte.com.br,BELO-HORIZONTE,MG
SEVEN VELOX,sevenvelox.comercial@gmail.com,BELO-HORIZONTE,MG
SM -Sua Majestade,cotacao@suamajestade.com.br,BELO-HORIZONTE,MG
SNV Cargas,snvcargas@outlook.com,BELO-HORIZONTE,MG
SOLIDEZ,telma@solideztrans.com.br,BELO-HORIZONTE,MG
SONIC,sacsp@sonictransportes.com.br,BELO-HORIZONTE,MG
SONS Transportes,dayse.comercial@sonstransportes.com,BELO-HORIZONTE,MG
SPEED Multimodal,comercial.gru@speedmultimodal.com.br,BELO-HORIZONTE,MG
SPEEDY BRASIL,contato@speedybrasil.com,BELO-HORIZONTE,MG
SPMax,comercial@spmaxtransportes.com.br,BELO-HORIZONTE,MG
STREET,comercial@streettransportes.com.br,BELO-HORIZONTE,MG
SUED Logística,comercial@suedlogistica.com,BELO-HORIZONTE,MG
SUPERAÇÃO Transporte,comercialmatriz@superacaotransporte.com.br,BELO-HORIZONTE,MG
SUZARTE,contatosp@suzartetransportes.com.br,BELO-HORIZONTE,MG
TADEX,tadex@tadex.com.br,BELO-HORIZONTE,MG
TAMBAÚ,comercial@rapidotambau.com.br,BELO-HORIZONTE,MG
TCM Express,gerencia.sp@expresstcm.com.br,BELO-HORIZONTE,MG
TEIMALOG,comercial@teimalog.com.br,BELO-HORIZONTE,MG
TESLLA,transportes@tesllalogistica.com,BELO-HORIZONTE,MG
TRAGA-Garcia São Carlos,cotacao@traga.com.br,BELO-HORIZONTE,MG
TRANS DNL,comercial@transdnl.com.br,BELO-HORIZONTE,MG
TRANS IMPÉRIO Rodoaéreo,cotacao@transimperio.com,BELO-HORIZONTE,MG
TRANSCORTEZ,gerenciacomercial@transcortez.com,BELO-HORIZONTE,MG
TRANSDEL LOG,fabricio.comercial@transdel.net,BELO-HORIZONTE,MG
TRANSFACE,comercial.sp02@transface.com.br,BELO-HORIZONTE,MG
TRANSLOGAALMEIDA,translogoaalmeidasp@gmail.com,BELO-HORIZONTE,MG
TRANSMISAN,compras@transmisan.com.br,BELO-HORIZONTE,MG
TRANSNORTEX,comercial.sp@transnortex.com.br,BELO-HORIZONTE,MG
TRANSPALOTA,cotacao@transpalota.com.br,BELO-HORIZONTE,MG
TRANSPAULISTANA SP,transpaulistana.sp@hotmail.com,BELO-HORIZONTE,MG
TRANSTAVARES,comercial@transtavares.com,BELO-HORIZONTE,MG
TRANSWELL'S,transwells@transwells.com.br,BELO-HORIZONTE,MG
TRAVEL EXPRESS,comercial@travelexpresslog.com.br,BELO-HORIZONTE,MG
TRUCKS Transportes,contato@ricardotruck.com.br,BELO-HORIZONTE,MG
